named.index	unique.index	external_gene_name	ensembl_gene_id	ensembl_gene_id_version	chromosome_name	start_position	end_position	ensembl_transcript_id	external_gene_source	gene_biotype	external_synonym	hgnc_symbol	strand
ATP5G2P2	ATP5G2P2	ATP5MC2P2	ENSG00000258401	ENSG00000258401.1	chr14	49373966	49374383	ENST00000554200	HGNC_Symbol	processed_pseudogene	ATP5G2P2	ATP5MC2P2	1
ATP5GP1	ATP5GP1	ATP5MC2P1	ENSG00000225712	ENSG00000225712.1	chr1	209267798	209268223	ENST00000433580	HGNC_Symbol	processed_pseudogene	ATP5GP1	ATP5MC2P1	-1
ATP5GP2	ATP5GP2	ATP5MC2P2	ENSG00000258401	ENSG00000258401.1	chr14	49373966	49374383	ENST00000554200	HGNC_Symbol	processed_pseudogene	ATP5GP2	ATP5MC2P2	1
ATP5GP3	ATP5GP3	ATP5MC1P1	ENSG00000230157	ENSG00000230157.1	chr14	105536861	105537239	ENST00000448724	HGNC_Symbol	transcribed_processed_pseudogene	ATP5GP3	ATP5MC1P1	-1
ATP5GP4	ATP5GP4	ATP5MC1P2	ENSG00000283016	ENSG00000283016.1	chr14	31320224	31320634	ENST00000635085	HGNC_Symbol	processed_pseudogene	ATP5GP4	ATP5MC1P2	-1
ATP5HP1	ATP5HP1	ATP5PDP1	ENSG00000261679	ENSG00000261679.2	chr15	43267904	43268388	ENST00000567898	HGNC_Symbol	processed_pseudogene	ATP5HP1	ATP5PDP1	-1
ATP5J2P2	ATP5J2P2	ATP5MFP2	ENSG00000228834	ENSG00000228834.1	chr6	108907615	108907873	ENST00000447543	HGNC_Symbol	transcribed_processed_pseudogene	ATP5J2P2	ATP5MFP2	-1
ATP5J2P3	ATP5J2P3	ATP5MFP3	ENSG00000232851	ENSG00000232851.3	chr9	77040416	77040673	ENST00000451550	HGNC_Symbol	processed_pseudogene	ATP5J2P3	ATP5MFP3	1
ATP5KP1	ATP5KP1	ATP5MGP1	ENSG00000256280	ENSG00000256280.1	chr11	63834667	63834943	ENST00000538089	HGNC_Symbol	processed_pseudogene	ATP5KP1	ATP5MGP1	-1
ATP5KP2	ATP5KP2	ATP5MGP2	ENSG00000232362	ENSG00000232362.1	chr6	122859678	122859988	ENST00000440646	HGNC_Symbol	processed_pseudogene	ATP5KP2	ATP5MGP2	-1
ATP5KP3	ATP5KP3	ATP5MGP3	ENSG00000249256	ENSG00000249256.2	chr4	24658072	24658375	ENST00000514223	HGNC_Symbol	processed_pseudogene	ATP5KP3	ATP5MGP3	-1
ATP5LP1	ATP5LP1	ATP5MGP1	ENSG00000256280	ENSG00000256280.1	chr11	63834667	63834943	ENST00000538089	HGNC_Symbol	processed_pseudogene	ATP5LP1	ATP5MGP1	-1
ATP5LP2	ATP5LP2	ATP5MGP2	ENSG00000232362	ENSG00000232362.1	chr6	122859678	122859988	ENST00000440646	HGNC_Symbol	processed_pseudogene	ATP5LP2	ATP5MGP2	-1
ATP5LP3	ATP5LP3	ATP5MGP3	ENSG00000249256	ENSG00000249256.2	chr4	24658072	24658375	ENST00000514223	HGNC_Symbol	processed_pseudogene	ATP5LP3	ATP5MGP3	-1
ATP5MDP1	ATP5MDP1	ATP5MKP1	ENSG00000231549	ENSG00000231549.1	chrX	74173890	74174066	ENST00000425964	HGNC_Symbol	processed_pseudogene	ATP5MDP1	ATP5MKP1	1
ATP6EL1	ATP6EL1	ATP6V1E1P3	ENSG00000256293	ENSG00000256293.2	chr12	64338178	64338797	ENST00000545001	HGNC_Symbol	processed_pseudogene	ATP6EL1	ATP6V1E1P3	-1
ATP6EP1	ATP6EP1	ATP6V1E1P1	ENSG00000225099	ENSG00000225099.1	chr1	42903232	42903912	ENST00000439215	HGNC_Symbol	processed_pseudogene	ATP6EP1	ATP6V1E1P1	1
ATP6EP2	ATP6EP2	ATP6V1E1P2	ENSG00000266549	ENSG00000266549.1	chr18	26952201	26952558	ENST00000580510	HGNC_Symbol	processed_pseudogene	ATP6EP2	ATP6V1E1P2	-1
ATP6V1EL1	ATP6V1EL1	ATP6V1E1P3	ENSG00000256293	ENSG00000256293.2	chr12	64338178	64338797	ENST00000545001	HGNC_Symbol	processed_pseudogene	ATP6V1EL1	ATP6V1E1P3	-1
ATP6V1EP1	ATP6V1EP1	ATP6V1E1P1	ENSG00000225099	ENSG00000225099.1	chr1	42903232	42903912	ENST00000439215	HGNC_Symbol	processed_pseudogene	ATP6V1EP1	ATP6V1E1P1	1
ATP6V1EP2	ATP6V1EP2	ATP6V1E1P2	ENSG00000266549	ENSG00000266549.1	chr18	26952201	26952558	ENST00000580510	HGNC_Symbol	processed_pseudogene	ATP6V1EP2	ATP6V1E1P2	-1
ATPE5KP1	ATPE5KP1	ATP5MGP1	ENSG00000256280	ENSG00000256280.1	chr11	63834667	63834943	ENST00000538089	HGNC_Symbol	processed_pseudogene	ATPE5KP1	ATP5MGP1	-1
ATPMBL1	ATPMBL1	ATP5F1BP1	ENSG00000231635	ENSG00000231635.1	chr2	98206151	98207724	ENST00000411980	HGNC_Symbol	processed_pseudogene	ATPMBL1	ATP5F1BP1	1
ATPSBL1	ATPSBL1	ATP5F1BP1	ENSG00000231635	ENSG00000231635.1	chr2	98206151	98207724	ENST00000411980	HGNC_Symbol	processed_pseudogene	ATPSBL1	ATP5F1BP1	1
AUF1B	AUF1B	HNRNPDP1	ENSG00000232794	ENSG00000232794.1	chrX	64044305	64045058	ENST00000439535	HGNC_Symbol	processed_pseudogene	AUF1B	HNRNPDP1	1
AUF1P	AUF1P	HNRNPDP1	ENSG00000232794	ENSG00000232794.1	chrX	64044305	64045058	ENST00000439535	HGNC_Symbol	processed_pseudogene	AUF1P	HNRNPDP1	1
AURAPS1	AURAPS1	AURKAP1	ENSG00000213033	ENSG00000213033.4	chr1	220266706	220267917	ENST00000451805	HGNC_Symbol	transcribed_processed_pseudogene	AURAPS1	AURKAP1	-1
AURBPS1	AURBPS1	AURKBP1	ENSG00000230948	ENSG00000230948.1	chr8	108131100	108132114	ENST00000413008	HGNC_Symbol	processed_pseudogene	AURBPS1	AURKBP1	-1
AURKAPS1	AURKAPS1	AURKAP1	ENSG00000213033	ENSG00000213033.4	chr1	220266706	220267917	ENST00000451805	HGNC_Symbol	transcribed_processed_pseudogene	AURKAPS1	AURKAP1	-1
AURKAPS2	AURKAPS2	AURKAP2	ENSG00000230165	ENSG00000230165.1	chr10	114246074	114246714	ENST00000454983	HGNC_Symbol	processed_pseudogene	AURKAPS2	AURKAP2	1
AURKBPS1	AURKBPS1	AURKBP1	ENSG00000230948	ENSG00000230948.1	chr8	108131100	108132114	ENST00000413008	HGNC_Symbol	processed_pseudogene	AURKBPS1	AURKBP1	-1
B24O18.1	B24O18.1	ZNF204P	ENSG00000204789	ENSG00000204789.6	chr6	27358252	27359854	ENST00000416749	HGNC_Symbol	transcribed_unprocessed_pseudogene	B24O18.1	ZNF204P	-1
B24O18.2	B24O18.2	VN1R10P	ENSG00000220758	ENSG00000220758.4	chr6	27324894	27325768	ENST00000447106	HGNC_Symbol	unprocessed_pseudogene	B24O18.2	VN1R10P	1
B34I8.2	B34I8.2	HNRNPA1P1	ENSG00000218347	ENSG00000218347.2	chr6	27523076	27524339	ENST00000401954	HGNC_Symbol	processed_pseudogene	B34I8.2	HNRNPA1P1	1
B34I8.3	B34I8.3	CD83P1	ENSG00000219738	ENSG00000219738.2	chr6	27560822	27561744	ENST00000405625	HGNC_Symbol	processed_pseudogene	B34I8.3	CD83P1	-1
B3GAT3P	B3GAT3P	B3GAT3P1	ENSG00000244009	ENSG00000244009.1	chr3	160452598	160453403	ENST00000471720	HGNC_Symbol	processed_pseudogene	B3GAT3P	B3GAT3P1	1
B55C20.4	B55C20.4	GAPDHP15	ENSG00000214563	ENSG00000214563.2	chr6	57967687	57968661	ENST00000398586	HGNC_Symbol	processed_pseudogene	B55C20.4	GAPDHP15	-1
BA101E14.1	BA101E14.1	HSPE1P1	ENSG00000234878	ENSG00000234878.1	chr20	39932922	39933239	ENST00000421494	HGNC_Symbol	processed_pseudogene	BA101E14.1	HSPE1P1	-1
BA102J14.2	BA102J14.2	PA2G4P2	ENSG00000235698	ENSG00000235698.1	chr20	12380056	12381255	ENST00000414718	HGNC_Symbol	processed_pseudogene	BA102J14.2	PA2G4P2	1
BA109G10.1	BA109G10.1	AGAP7P	ENSG00000264204	ENSG00000264204.2	chr10	46109621	46131358	ENST00000582299	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA109G10.1	AGAP7P	1
BA119F7.2	BA119F7.2	COX20P1	ENSG00000213025	ENSG00000213025.2	chr10	68632371	68632727	ENST00000366529	HGNC_Symbol	processed_pseudogene	BA119F7.2	COX20P1	1
BA122K13.8	BA122K13.8	BANF1P2	ENSG00000230306	ENSG00000230306.1	chr10	133344643	133344906	ENST00000430526	HGNC_Symbol	processed_pseudogene	BA122K13.8	BANF1P2	-1
BA128B16.2	BA128B16.2	FAM238A	ENSG00000233261	ENSG00000233261.4	chr10	26591310	26594271	ENST00000637359	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA128B16.2	FAM238A	1
BA12A20.3	BA12A20.3	FAM27B	ENSG00000278763	ENSG00000278763.1	chr9	67725690	67725902	ENST00000610601	HGNC_Symbol	transcribed_processed_pseudogene	BA12A20.3	FAM27B	-1
BA144G6.1	BA144G6.1	BMS1P2	ENSG00000251079	ENSG00000251079.7	chr10	47540077	47551919	ENST00000450360	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA144G6.1	BMS1P2	-1
BA144G6.2	BA144G6.2	AGAP10P	ENSG00000230869	ENSG00000230869.1	chr10	45678692	45700532	ENST00000454844	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA144G6.2	AGAP10P	1
BA144G6.6	BA144G6.6	CTSLP2	ENSG00000266217	ENSG00000266217.2	chr10	47581211	47582321	ENST00000580501	HGNC_Symbol	unprocessed_pseudogene	BA144G6.6	CTSLP2	-1
BA144G6.8	BA144G6.8	FAM25BP	ENSG00000273225	ENSG00000273225.5	chr10	46369113	46373508	ENST00000623997	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA144G6.8	FAM25BP	1
BA145E20.1	BA145E20.1	AGAP14P	ENSG00000279058	ENSG00000279058.2	chr10	46337224	46358714	ENST00000624701	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA145E20.1	AGAP14P	1
BA150A6.3	BA150A6.3	DDX6P1	ENSG00000230056	ENSG00000230056.1	chr6	29329626	29331061	ENST00000441966	HGNC_Symbol	processed_pseudogene	BA150A6.3	DDX6P1	-1
BA159H20.5	BA159H20.5	ATP5MFP3	ENSG00000232851	ENSG00000232851.3	chr9	77040416	77040673	ENST00000451550	HGNC_Symbol	processed_pseudogene	BA159H20.5	ATP5MFP3	1
BA164D18.1	BA164D18.1	PIEZO1P1	ENSG00000233686	ENSG00000233686.3	chr20	59460619	59460837	ENST00000485427	HGNC_Symbol	processed_pseudogene	BA164D18.1	PIEZO1P1	-1
BA164N7.1	BA164N7.1	BMS1P7	ENSG00000270025	ENSG00000270025.2	chr10	48050282	48060016	ENST00000602440	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA164N7.1	BMS1P7	-1
BA164N7.2	BA164N7.2	AGAP12P	ENSG00000265018	ENSG00000265018.7	chr10	48009873	48031599	ENST00000585227	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA164N7.2	AGAP12P	-1
BA164N7.3	BA164N7.3	PTPN20CP	ENSG00000278561	ENSG00000278561.3	chr10	48064308	48119455	ENST00000614090	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA164N7.3	PTPN20CP	-1
BA165J3.3	BA165J3.3	FAM120A2P	ENSG00000204352	ENSG00000204352.5	chr9	93335374	93346152	ENST00000649569	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA165J3.3	FAM120A2P	-1
BA178A10.2	BA178A10.2	CCNYL2	ENSG00000182632	ENSG00000182632.16	chr10	42409727	42454385	ENST00000472090	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA178A10.2	CCNYL2	-1
BA189G24.1	BA189G24.1	CYB5AP4	ENSG00000213882	ENSG00000213882.2	chr20	22885670	22886068	ENST00000396692	HGNC_Symbol	processed_pseudogene	BA189G24.1	CYB5AP4	-1
BA189K21.2	BA189K21.2	GCNT1P1	ENSG00000236474	ENSG00000236474.1	chr20	18420160	18421454	ENST00000416567	HGNC_Symbol	processed_pseudogene	BA189K21.2	GCNT1P1	-1
BA196N14.4	BA196N14.4	PPP4R1L	ENSG00000124224	ENSG00000124224.20	chr20	58231789	58286399	ENST00000334187	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA196N14.4	PPP4R1L	-1
BA196N14.5	BA196N14.5	PPP4R1L	ENSG00000124224	ENSG00000124224.20	chr20	58231789	58286399	ENST00000334187	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA196N14.5	PPP4R1L	-1
BA209A2.1	BA209A2.1	RPL10P2	ENSG00000174572	ENSG00000174572.3	chr6	27211244	27211913	ENST00000310599	HGNC_Symbol	processed_pseudogene	BA209A2.1	RPL10P2	1
BA239L20.1	BA239L20.1	GUSBP2	ENSG00000241549	ENSG00000241549.9	chr6	26878572	26889198	ENST00000492832	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA239L20.1	GUSBP2	-1
BA239L20.5	BA239L20.5	GUSBP2	ENSG00000241549	ENSG00000241549.9	chr6	26878572	26889198	ENST00000492832	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA239L20.5	GUSBP2	-1
BA244N20.11	BA244N20.11	LCN1P2	ENSG00000204031	ENSG00000204031.3	chr9	133317794	133318469	ENST00000372030	HGNC_Symbol	unprocessed_pseudogene	BA244N20.11	LCN1P2	1
BA249L21.4	BA249L21.4	ATP5MFP2	ENSG00000228834	ENSG00000228834.1	chr6	108907615	108907873	ENST00000447543	HGNC_Symbol	transcribed_processed_pseudogene	BA249L21.4	ATP5MFP2	-1
BA255A11.1	BA255A11.1	SUGT1P1	ENSG00000226823	ENSG00000226823.1	chr9	33503655	33510711	ENST00000379514	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA255A11.1	SUGT1P1	-1
BA280O9.1	BA280O9.1	RNF11P2	ENSG00000227563	ENSG00000227563.1	chr20	14547184	14547623	ENST00000427702	HGNC_Symbol	processed_pseudogene	BA280O9.1	RNF11P2	-1
BA291L22.1	BA291L22.1	HSD17B7P2	ENSG00000099251	ENSG00000099251.15	chr10	38356455	38378107	ENST00000471365	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA291L22.1	HSD17B7P2	1
BA291L22.2	BA291L22.2	SEPTIN7P9	ENSG00000120555	ENSG00000120555.16	chr10	38391983	38399730	ENST00000604116	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA291L22.2	SEPTIN7P9	-1
BA302K17.2	BA302K17.2	BMS1P2	ENSG00000251079	ENSG00000251079.7	chr10	47540077	47551919	ENST00000450360	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA302K17.2	BMS1P2	-1
BA317E16.4	BA317E16.4	H2BC2P	ENSG00000178762	ENSG00000178762.5	chr6	25731782	25732162	ENST00000369177	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA317E16.4	H2BC2P	-1
BA317E16.5	BA317E16.5	H2AC2P	ENSG00000216436	ENSG00000216436.2	chr6	25732497	25732827	ENST00000406683	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA317E16.5	H2AC2P	1
BA318P23.1	BA318P23.1	TARDBPP1	ENSG00000233402	ENSG00000233402.1	chr20	6200989	6202191	ENST00000442013	HGNC_Symbol	processed_pseudogene	BA318P23.1	TARDBPP1	-1
BA332A4.3	BA332A4.3	RPS27AP3	ENSG00000226144	ENSG00000226144.2	chr20	37049254	37049707	ENST00000453803	HGNC_Symbol	processed_pseudogene	BA332A4.3	RPS27AP3	1
BA33E24.4	BA33E24.4	SMIM11P1	ENSG00000198738	ENSG00000198738.4	chr6	85735744	85735921	ENST00000369586	HGNC_Symbol	processed_pseudogene	BA33E24.4	SMIM11P1	-1
BA342C24.3	BA342C24.3	GLUD1P2	ENSG00000265366	ENSG00000265366.7	chr10	46770739	46776833	ENST00000583339	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA342C24.3	GLUD1P2	-1
BA342C24.4	BA342C24.4	CTSLP2	ENSG00000266217	ENSG00000266217.2	chr10	47581211	47582321	ENST00000580501	HGNC_Symbol	unprocessed_pseudogene	BA342C24.4	CTSLP2	-1
BA348I14.2	BA348I14.2	FRG1BP	ENSG00000149531	ENSG00000149531.15	chr20	30377372	30399257	ENST00000278882	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA348I14.2	FRG1BP	1
BA348I14.3	BA348I14.3	MLLT10P1	ENSG00000238151	ENSG00000238151.1	chr20	30403123	30403384	ENST00000418346	HGNC_Symbol	transcribed_processed_pseudogene	BA348I14.3	MLLT10P1	-1
BA353C18.4	BA353C18.4	RPF2P1	ENSG00000225357	ENSG00000225357.3	chr20	35752814	35753719	ENST00000424137	HGNC_Symbol	processed_pseudogene	BA353C18.4	RPF2P1	1
BA358L16.1	BA358L16.1	AGAP10P	ENSG00000230869	ENSG00000230869.1	chr10	45678692	45700532	ENST00000454844	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA358L16.1	AGAP10P	1
BA359G22.1	BA359G22.1	KRT18P3	ENSG00000215553	ENSG00000215553.3	chr20	22732802	22734089	ENST00000451602	HGNC_Symbol	processed_pseudogene	BA359G22.1	KRT18P3	-1
BA360G10.4	BA360G10.4	NHP2P1	ENSG00000105988	ENSG00000105988.6	chr10	92216332	92216793	ENST00000335274	HGNC_Symbol	processed_pseudogene	BA360G10.4	NHP2P1	1
BA366E13.1	BA366E13.1	RPS26P11	ENSG00000196933	ENSG00000196933.5	chrX	72044545	72044892	ENST00000463445	HGNC_Symbol	processed_pseudogene	BA366E13.1	RPS26P11	1
BA371L19.2	BA371L19.2	RPS10P5	ENSG00000101278	ENSG00000101278.6	chr20	839447	839977	ENST00000492704	HGNC_Symbol	transcribed_processed_pseudogene	BA371L19.2	RPS10P5	-1
BA373D17.2	BA373D17.2	VN1R12P	ENSG00000220581	ENSG00000220581.1	chr6	27033435	27034310	ENST00000403778	HGNC_Symbol	unitary_pseudogene	BA373D17.2	VN1R12P	-1
BA373D17.3	BA373D17.3	VN1R13P	ENSG00000216762	ENSG00000216762.1	chr6	27060365	27061249	ENST00000406212	HGNC_Symbol	transcribed_processed_pseudogene	BA373D17.3	VN1R13P	-1
BA379F14.1	BA379F14.1	MRPS16P2	ENSG00000232925	ENSG00000232925.2	chr20	59113224	59113631	ENST00000445106	HGNC_Symbol	processed_pseudogene	BA379F14.1	MRPS16P2	1
BA388B24.2	BA388B24.2	SPATA31B1P	ENSG00000231649	ENSG00000231649.3	chr9	82057647	82063682	ENST00000434692	HGNC_Symbol	unprocessed_pseudogene	BA388B24.2	SPATA31B1P	-1
BA38L15.1	BA38L15.1	SHLD2P1	ENSG00000165874	ENSG00000165874.14	chr10	46610474	46652025	ENST00000497389	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA38L15.1	SHLD2P1	-1
BA390F4.4	BA390F4.4	SNRPEP2	ENSG00000256968	ENSG00000256968.1	chr9	6748703	6748981	ENST00000397592	HGNC_Symbol	processed_pseudogene	BA390F4.4	SNRPEP2	-1
BA392E22.4	BA392E22.4	FAM220BP	ENSG00000176007	ENSG00000176007.10	chr9	38527097	38527912	ENST00000377689	HGNC_Symbol	processed_pseudogene	BA392E22.4	FAM220BP	1
BA393J16.4	BA393J16.4	ZNF33CP	ENSG00000235197	ENSG00000235197.1	chr10	37894637	37896666	ENST00000432492	HGNC_Symbol	processed_pseudogene	BA393J16.4	ZNF33CP	1
BA395L14.9	BA395L14.9	RPL23AP7	ENSG00000240356	ENSG00000240356.7	chr2	113611779	113612247	ENST00000449021	HGNC_Symbol	transcribed_processed_pseudogene	BA395L14.9	RPL23AP7	-1
BA400P21.1	BA400P21.1	AIMP1P1	ENSG00000234187	ENSG00000234187.1	chr20	14127400	14128336	ENST00000418670	HGNC_Symbol	processed_pseudogene	BA400P21.1	AIMP1P1	1
BA421M1.3	BA421M1.3	GCNT2P1	ENSG00000205318	ENSG00000205318.5	chr6	10633762	10634695	ENST00000379591	HGNC_Symbol	processed_pseudogene	BA421M1.3	GCNT2P1	1
BA425D10.3	BA425D10.3	CCDC162P	ENSG00000203799	ENSG00000203799.15	chr6	109183955	109355046	ENST00000368966	HGNC_Symbol	transcribed_unitary_pseudogene	BA425D10.3	CCDC162P	1
BA425D10.7	BA425D10.7	CCDC162P	ENSG00000203799	ENSG00000203799.15	chr6	109183955	109355046	ENST00000368966	HGNC_Symbol	transcribed_unitary_pseudogene	BA425D10.7	CCDC162P	1
BA425M5.1	BA425M5.1	GLRXP1	ENSG00000228234	ENSG00000228234.1	chr20	37602852	37603185	ENST00000423261	HGNC_Symbol	processed_pseudogene	BA425M5.1	GLRXP1	-1
BA430N14.2	BA430N14.2	LCN1P1	ENSG00000119440	ENSG00000119440.8	chr9	133224905	133228591	ENST00000372031	HGNC_Symbol	unprocessed_pseudogene	BA430N14.2	LCN1P1	-1
BA465L10.3	BA465L10.3	FTLP1	ENSG00000235525	ENSG00000235525.1	chr20	45975249	45976075	ENST00000449155	HGNC_Symbol	processed_pseudogene	BA465L10.3	FTLP1	-1
BA478K7.1	BA478K7.1	SNRPD2P1	ENSG00000228938	ENSG00000228938.3	chr10	89978717	89979070	ENST00000489253	HGNC_Symbol	processed_pseudogene	BA478K7.1	SNRPD2P1	1
BA479O17.1	BA479O17.1	CTSLP6	ENSG00000204437	ENSG00000204437.7	chr10	79870375	79873903	ENST00000458273	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA479O17.1	CTSLP6	-1
BA487F23.3	BA487F23.3	CCDC162P	ENSG00000203799	ENSG00000203799.15	chr6	109183955	109355046	ENST00000368966	HGNC_Symbol	transcribed_unitary_pseudogene	BA487F23.3	CCDC162P	1
BA494B22.1	BA494B22.1	PPIAP17	ENSG00000225622	ENSG00000225622.1	chr20	16223750	16224535	ENST00000438507	HGNC_Symbol	processed_pseudogene	BA494B22.1	PPIAP17	-1
BA500G10.2	BA500G10.2	CTAGE7P	ENSG00000233122	ENSG00000233122.2	chr10	130106046	130108481	ENST00000435712	HGNC_Symbol	processed_pseudogene	BA500G10.2	CTAGE7P	1
BA513I15.3	BA513I15.3	CYCSP55	ENSG00000214810	ENSG00000214810.4	chr6	34219439	34220066	ENST00000399027	HGNC_Symbol	transcribed_processed_pseudogene	BA513I15.3	CYCSP55	1
BA524O24.3	BA524O24.3	TMEM14DP	ENSG00000214881	ENSG00000214881.4	chr10	68544489	68544833	ENST00000422205	HGNC_Symbol	processed_pseudogene	BA524O24.3	TMEM14DP	-1
BA548K23.1	BA548K23.1	AGAP13P	ENSG00000243289	ENSG00000243289.2	chr10	46816516	46837947	ENST00000417888	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA548K23.1	AGAP13P	1
BA556L1.2	BA556L1.2	FRMPD2B	ENSG00000150175	ENSG00000150175.15	chr10	46870858	46894562	ENST00000431305	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA556L1.2	FRMPD2B	1
BA563A22B.1	BA563A22B.1	FER1L4	ENSG00000088340	ENSG00000088340.18	chr20	35558866	35607494	ENST00000615531	HGNC_Symbol	transcribed_unitary_pseudogene	BA563A22B.1	FER1L4	-1
BA564C4.3	BA564C4.3	CTSLP4	ENSG00000230011	ENSG00000230011.2	chr10	50705380	50708906	ENST00000454614	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA564C4.3	CTSLP4	-1
BA56M3.1	BA56M3.1	NUDT9P1	ENSG00000234043	ENSG00000234043.3	chr10	91152605	91153349	ENST00000477230	HGNC_Symbol	processed_pseudogene	BA56M3.1	NUDT9P1	-1
BA571F15.6	BA571F15.6	SERPINH1P1	ENSG00000229207	ENSG00000229207.1	chr9	34318407	34319655	ENST00000419794	HGNC_Symbol	processed_pseudogene	BA571F15.6	SERPINH1P1	1
BA592B15.5	BA592B15.5	FAM25EP	ENSG00000231122	ENSG00000231122.6	chr10	45815486	45817249	ENST00000608562	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA592B15.5	FAM25EP	-1
BA60E24.1	BA60E24.1	RPSAP2	ENSG00000237425	ENSG00000237425.1	chr6	28732017	28732904	ENST00000416785	HGNC_Symbol	processed_pseudogene	BA60E24.1	RPSAP2	1
BA632C17A.1	BA632C17A.1	RPL29P4	ENSG00000230202	ENSG00000230202.1	chr6	117998975	117999448	ENST00000443998	HGNC_Symbol	processed_pseudogene	BA632C17A.1	RPL29P4	1
BA707M13.1	BA707M13.1	SLC25A51P1	ENSG00000220483	ENSG00000220483.4	chr6	65788417	65789287	ENST00000468432	HGNC_Symbol	transcribed_processed_pseudogene	BA707M13.1	SLC25A51P1	1
BA707M13.2	BA707M13.2	ADH5P4	ENSG00000233859	ENSG00000233859.2	chr6	65836930	65838039	ENST00000433151	HGNC_Symbol	processed_pseudogene	BA707M13.2	ADH5P4	-1
BA748L13.4	BA748L13.4	TRIAP1P1	ENSG00000237956	ENSG00000237956.1	chr10	27378138	27378362	ENST00000427062	HGNC_Symbol	processed_pseudogene	BA748L13.4	TRIAP1P1	-1
BA758C21.1	BA758C21.1	BDH2P1	ENSG00000232699	ENSG00000232699.3	chr6	99174744	99175479	ENST00000602288	HGNC_Symbol	processed_pseudogene	BA758C21.1	BDH2P1	1
BA92J19.4	BA92J19.4	NAMPTP1	ENSG00000229644	ENSG00000229644.6	chr10	36521721	36524234	ENST00000440465	HGNC_Symbol	processed_pseudogene	BA92J19.4	NAMPTP1	-1
BA96C23.1	BA96C23.1	BMS1P3	ENSG00000240089	ENSG00000240089.2	chr10	86992253	87000435	ENST00000372011	HGNC_Symbol	transcribed_unprocessed_pseudogene	BA96C23.1	BMS1P3	1
BAK2	BAK2	BAK1P1	ENSG00000175730	ENSG00000175730.8	chr20	32690180	32690815	ENST00000317045	HGNC_Symbol	processed_pseudogene	BAK2	BAK1P1	-1
BAK3	BAK3	BAK1P2	ENSG00000236616	ENSG00000236616.3	chr11	130546799	130547429	ENST00000532665	HGNC_Symbol	transcribed_processed_pseudogene	BAK3	BAK1P2	-1
BAK3P	BAK3P	BAK1P2	ENSG00000236616	ENSG00000236616.3	chr11	130546799	130547429	ENST00000532665	HGNC_Symbol	transcribed_processed_pseudogene	BAK3P	BAK1P2	-1
BANF1L1	BANF1L1	BANF1P2	ENSG00000230306	ENSG00000230306.1	chr10	133344643	133344906	ENST00000430526	HGNC_Symbol	processed_pseudogene	BANF1L1	BANF1P2	-1
BAT1P2	BAT1P2	DDX39BP2	ENSG00000238024	ENSG00000238024.1	chr6	29993209	29993605	ENST00000453923	HGNC_Symbol	transcribed_unprocessed_pseudogene	BAT1P2	DDX39BP2	1
BAT2D1P1	BAT2D1P1	PRRC2CP1	ENSG00000216777	ENSG00000216777.1	chrY	3549652	3549810	ENST00000404428	HGNC_Symbol	processed_pseudogene	BAT2D1P1	PRRC2CP1	-1
BAT2L2P1	BAT2L2P1	PRRC2CP1	ENSG00000216777	ENSG00000216777.1	chrY	3549652	3549810	ENST00000404428	HGNC_Symbol	processed_pseudogene	BAT2L2P1	PRRC2CP1	-1
BB27G4.1	BB27G4.1	FAM238C	ENSG00000283709	ENSG00000283709.2	chr10	26931276	26934516	ENST00000640641	HGNC_Symbol	transcribed_unprocessed_pseudogene	BB27G4.1	FAM238C	-1
BB329D4.2	BB329D4.2	NCOR1P1	ENSG00000240108	ENSG00000240108.2	chr20	26103489	26113986	ENST00000486162	HGNC_Symbol	transcribed_unprocessed_pseudogene	BB329D4.2	NCOR1P1	-1
