named.index	unique.index	external_gene_name	ensembl_gene_id	ensembl_gene_id_version	chromosome_name	start_position	end_position	ensembl_transcript_id	external_gene_source	gene_biotype	external_synonym	hgnc_symbol
AGGF1P2	AGGF1P2	AGGF1P2	ENSG00000233435	ENSG00000233435.2	chr10	133640789	133642894	ENST00000426656	HGNC Symbol	processed_pseudogene		AGGF1P2
AGGF1P3	AGGF1P3	AGGF1P3	ENSG00000241532	ENSG00000241532.1	chr3	75653561	75654773	ENST00000493675	HGNC Symbol	processed_pseudogene		AGGF1P3
AGGF1P4	AGGF1P4	AGGF1P4	ENSG00000261689	ENSG00000261689.1	chr16	35389203	35390003	ENST00000568249	HGNC Symbol	processed_pseudogene		AGGF1P4
AGGF1P5	AGGF1P5	AGGF1P5	ENSG00000260680	ENSG00000260680.1	chr16	35420291	35421209	ENST00000567900	HGNC Symbol	transcribed_processed_pseudogene		AGGF1P5
AGGF1P6	AGGF1P6	AGGF1P6	ENSG00000259836	ENSG00000259836.1	chr16	35489237	35490212	ENST00000569213	HGNC Symbol	processed_pseudogene		AGGF1P6
AGGF1P7	AGGF1P7	AGGF1P7	ENSG00000260994	ENSG00000260994.1	chr16	35547917	35548829	ENST00000562369	HGNC Symbol	processed_pseudogene		AGGF1P7
AGGF1P8	AGGF1P8	AGGF1P8	ENSG00000261752	ENSG00000261752.1	chr16	35258630	35259629	ENST00000562979	HGNC Symbol	processed_pseudogene		AGGF1P8
AGGF1P9	AGGF1P9	AGGF1P9	ENSG00000260427	ENSG00000260427.1	chr16	35347385	35348297	ENST00000561884	HGNC Symbol	processed_pseudogene		AGGF1P9
AGKP1	AGKP1	AGKP1	ENSG00000226555	ENSG00000226555.1	chrY	14639096	14640358	ENST00000455254	HGNC Symbol	processed_pseudogene	AGKY1	AGKP1
AGKP2	AGKP2	AGKP2	ENSG00000228819	ENSG00000228819.1	chrX	132130091	132131352	ENST00000424708	HGNC Symbol	processed_pseudogene		AGKP2
AGPAT5P1	AGPAT5P1	AGPAT5P1	ENSG00000234652	ENSG00000234652.1	chrY	3293808	3294826	ENST00000455855	HGNC Symbol	processed_pseudogene		AGPAT5P1
AHCTF1P1	AHCTF1P1	AHCTF1P1	ENSG00000226121	ENSG00000226121.2	chr2	161500885	161507705	ENST00000420969	HGNC Symbol	processed_pseudogene	AHCTF1P	AHCTF1P1
AHCYP2	AHCYP2	AHCYP2	ENSG00000238181	ENSG00000238181.2	chr9	120720673	120721972	ENST00000430630	HGNC Symbol	processed_pseudogene		AHCYP2
AHCYP3	AHCYP3	AHCYP3	ENSG00000233955	ENSG00000233955.1	chr2	104395002	104396280	ENST00000420053	HGNC Symbol	processed_pseudogene		AHCYP3
AHCYP4	AHCYP4	AHCYP4	ENSG00000232992	ENSG00000232992.2	chr2	138901433	138902747	ENST00000419201	HGNC Symbol	processed_pseudogene		AHCYP4
AHCYP5	AHCYP5	AHCYP5	ENSG00000213107	ENSG00000213107.2	chr2	195582794	195584031	ENST00000331585	HGNC Symbol	processed_pseudogene		AHCYP5
AHCYP7	AHCYP7	AHCYP7	ENSG00000259465	ENSG00000259465.2	chr15	50417385	50418692	ENST00000560847	HGNC Symbol	processed_pseudogene		AHCYP7
AHCYP8	AHCYP8	AHCYP8	ENSG00000242529	ENSG00000242529.1	chr1	248721993	248722201	ENST00000425108	HGNC Symbol	transcribed_processed_pseudogene		AHCYP8
AHSA2P	AHSA2P	AHSA2P	ENSG00000173209	ENSG00000173209.24	chr2	61177539	61186786	ENST00000489653	HGNC Symbol	transcribed_unitary_pseudogene	AHA1	AHSA2P
AIDAP1	AIDAP1	AIDAP1	ENSG00000230154	ENSG00000230154.1	chr2	11308025	11308941	ENST00000456674	HGNC Symbol	processed_pseudogene		AIDAP1
AIDAP2	AIDAP2	AIDAP2	ENSG00000251429	ENSG00000251429.2	chr4	158277758	158278676	ENST00000514881	HGNC Symbol	transcribed_processed_pseudogene		AIDAP2
AIDAP3	AIDAP3	AIDAP3	ENSG00000264189	ENSG00000264189.1	chr18	1927727	1929094	ENST00000582646	HGNC Symbol	processed_pseudogene		AIDAP3
AIFM1P1	AIFM1P1	AIFM1P1	ENSG00000225509	ENSG00000225509.1	chr10	18735745	18738631	ENST00000413342	HGNC Symbol	processed_pseudogene		AIFM1P1
AIG1P1	AIG1P1	AIG1P1	ENSG00000249089	ENSG00000249089.1	chr5	39022411	39022558	ENST00000503376	HGNC Symbol	unprocessed_pseudogene		AIG1P1
AIMP1P1	AIMP1P1	AIMP1P1	ENSG00000234187	ENSG00000234187.1	chr20	14127400	14128336	ENST00000418670	HGNC Symbol	processed_pseudogene	BA400P21.1	AIMP1P1
AIMP1P2	AIMP1P2	AIMP1P2	ENSG00000227177	ENSG00000227177.1	chr1	172885947	172886258	ENST00000425294	HGNC Symbol	transcribed_processed_pseudogene		AIMP1P2
AK2P2	AK2P2	AK2P2	ENSG00000242272	ENSG00000242272.1	chr2	31823413	31823817	ENST00000439142	HGNC Symbol	processed_pseudogene		AK2P2
AK3P2	AK3P2	AK3P2	ENSG00000250115	ENSG00000250115.2	chr8	143057060	143057816	ENST00000507976	HGNC Symbol	processed_pseudogene	HST26053	AK3P2
AK3P3	AK3P3	AK3P3	ENSG00000230042	ENSG00000230042.1	chr7	23129178	23129841	ENST00000431883	HGNC Symbol	processed_pseudogene		AK3P3
AK3P4	AK3P4	AK3P4	ENSG00000248722	ENSG00000248722.1	chr5	115402380	115402962	ENST00000504283	HGNC Symbol	processed_pseudogene		AK3P4
AK3P5	AK3P5	AK3P5	ENSG00000228816	ENSG00000228816.1	chr10	32944481	32944999	ENST00000432033	HGNC Symbol	processed_pseudogene		AK3P5
AK3P6	AK3P6	AK3P6	ENSG00000255838	ENSG00000255838.1	chr12	128944274	128945203	ENST00000539058	HGNC Symbol	unprocessed_pseudogene		AK3P6
AK3P7	AK3P7	AK3P7	ENSG00000270941	ENSG00000270941.1	chr3	52734735	52735013	ENST00000603259	HGNC Symbol	processed_pseudogene		AK3P7
AK4P1	AK4P1	AK4P1	ENSG00000263535	ENSG00000263535.2	chr17	31345519	31346190	ENST00000581275	HGNC Symbol	processed_pseudogene	AK3P1	AK4P1
AK4P2	AK4P2	AK4P2	ENSG00000249410	ENSG00000249410.1	chr5	55551885	55552554	ENST00000504372	HGNC Symbol	processed_pseudogene		AK4P2
AK4P4	AK4P4	AK4P4	ENSG00000223621	ENSG00000223621.1	chr9	5855781	5856426	ENST00000419465	HGNC Symbol	processed_pseudogene		AK4P4
AK4P5	AK4P5	AK4P5	ENSG00000217377	ENSG00000217377.1	chr6	80077729	80078362	ENST00000404520	HGNC Symbol	processed_pseudogene		AK4P5
AK4P6	AK4P6	AK4P6	ENSG00000235606	ENSG00000235606.3	chr4	151027090	151027617	ENST00000505168	HGNC Symbol	processed_pseudogene		AK4P6
AK6P1	AK6P1	AK6P1	ENSG00000256614	ENSG00000256614.1	chr12	34249481	34249958	ENST00000540219	HGNC Symbol	processed_pseudogene		AK6P1
AK6P2	AK6P2	AK6P2	ENSG00000257173	ENSG00000257173.1	chr12	38078529	38078999	ENST00000549020	HGNC Symbol	processed_pseudogene		AK6P2
AKAP17BP	AKAP17BP	AKAP17BP	ENSG00000214992	ENSG00000214992.6	chrX	119249346	119257667	ENST00000431706	HGNC Symbol	transcribed_unprocessed_pseudogene	AKAP16B	AKAP17BP
AKAP8P1	AKAP8P1	AKAP8P1	ENSG00000234146	ENSG00000234146.1	chr9	11011748	11013096	ENST00000434743	HGNC Symbol	processed_pseudogene		AKAP8P1
AKIRIN1P1	AKIRIN1P1	AKIRIN1P1	ENSG00000257786	ENSG00000257786.1	chr12	80561017	80561560	ENST00000547384	HGNC Symbol	processed_pseudogene		AKIRIN1P1
AKIRIN1P2	AKIRIN1P2	AKIRIN1P2	ENSG00000228125	ENSG00000228125.2	chrX	68132868	68133437	ENST00000440655	HGNC Symbol	processed_pseudogene		AKIRIN1P2
AKIRIN2P1	AKIRIN2P1	AKIRIN2P1	ENSG00000251482	ENSG00000251482.1	chr4	149789952	149790303	ENST00000505898	HGNC Symbol	processed_pseudogene		AKIRIN2P1
AKR1B10P1	AKR1B10P1	AKR1B10P1	ENSG00000213606	ENSG00000213606.3	chr10	67750284	67751225	ENST00000425765	HGNC Symbol	processed_pseudogene		AKR1B10P1
AKR1B10P2	AKR1B10P2	AKR1B10P2	ENSG00000263355	ENSG00000263355.1	chr18	68455951	68456877	ENST00000577332	HGNC Symbol	processed_pseudogene		AKR1B10P2
AKR1B1P1	AKR1B1P1	AKR1B1P1	ENSG00000229991	ENSG00000229991.1	chr1	224574434	224575389	ENST00000429105	HGNC Symbol	processed_pseudogene	ALDRL1	AKR1B1P1
AKR1B1P2	AKR1B1P2	AKR1B1P2	ENSG00000213452	ENSG00000213452.4	chr3	74135959	74136892	ENST00000494640	HGNC Symbol	processed_pseudogene	ALDRP	AKR1B1P2
AKR1B1P3	AKR1B1P3	AKR1B1P3	ENSG00000213785	ENSG00000213785.3	chr11	16484084	16484671	ENST00000525311	HGNC Symbol	processed_pseudogene	ALDRL3	AKR1B1P3
AKR1B1P4	AKR1B1P4	AKR1B1P4	ENSG00000237876	ENSG00000237876.1	chr13	45687548	45688469	ENST00000426552	HGNC Symbol	processed_pseudogene	ALDRL4	AKR1B1P4
AKR1B1P5	AKR1B1P5	AKR1B1P5	ENSG00000258685	ENSG00000258685.2	chr14	59135488	59136421	ENST00000556311	HGNC Symbol	processed_pseudogene	AKR1B1P	AKR1B1P5
AKR1B1P6	AKR1B1P6	AKR1B1P6	ENSG00000225212	ENSG00000225212.4	chr18	8545635	8546817	ENST00000584733	HGNC Symbol	processed_pseudogene		AKR1B1P6
AKR1B1P7	AKR1B1P7	AKR1B1P7	ENSG00000266899	ENSG00000266899.2	chr19	33360497	33361448	ENST00000587229	HGNC Symbol	processed_pseudogene		AKR1B1P7
AKR1B1P8	AKR1B1P8	AKR1B1P8	ENSG00000231371	ENSG00000231371.1	chrX	116043483	116044418	ENST00000418396	HGNC Symbol	processed_pseudogene		AKR1B1P8
AKR1C5P	AKR1C5P	AKR1C5P	ENSG00000225418	ENSG00000225418.1	chr10	5122087	5135226	ENST00000427165	HGNC Symbol	unprocessed_pseudogene		AKR1C5P
AKR1C6P	AKR1C6P	AKR1C6P	ENSG00000151631	ENSG00000151631.8	chr10	4871901	4891975	ENST00000432950	HGNC Symbol	transcribed_unprocessed_pseudogene	TAKR	AKR1C6P
AKR1C7P	AKR1C7P	AKR1C7P	ENSG00000215267	ENSG00000215267.10	chr10	5275173	5288470	ENST00000305623	HGNC Symbol	transcribed_unprocessed_pseudogene		AKR1C7P
AKR1D1P1	AKR1D1P1	AKR1D1P1	ENSG00000227776	ENSG00000227776.1	chr1	167519536	167520586	ENST00000457236	HGNC Symbol	processed_pseudogene	AKR1D1P	AKR1D1P1
AKR7A2P1	AKR7A2P1	AKR7A2P1	ENSG00000229020	ENSG00000229020.4	chr1	112923423	112924337	ENST00000460134	HGNC Symbol	processed_pseudogene	AFARP1	AKR7A2P1
AKR7A2P2	AKR7A2P2	AKR7A2P2	ENSG00000224341	ENSG00000224341.1	chrX	118877886	118879185	ENST00000445747	HGNC Symbol	processed_pseudogene		AKR7A2P2
AKTIPP1	AKTIPP1	AKTIPP1	ENSG00000271137	ENSG00000271137.1	chr3	52753526	52754690	ENST00000603353	HGNC Symbol	processed_pseudogene		AKTIPP1
AKTIPP2	AKTIPP2	AKTIPP2	ENSG00000226432	ENSG00000226432.3	chr5	24170370	24171246	ENST00000514047	HGNC Symbol	processed_pseudogene		AKTIPP2
AKTIPP3	AKTIPP3	AKTIPP3	ENSG00000255376	ENSG00000255376.1	chr11	96642671	96643225	ENST00000529375	HGNC Symbol	processed_pseudogene		AKTIPP3
ALDH7A1P1	ALDH7A1P1	ALDH7A1P1	ENSG00000251400	ENSG00000251400.1	chr5	77290268	77291800	ENST00000510973	HGNC Symbol	processed_pseudogene	ATQL1	ALDH7A1P1
ALDH7A1P2	ALDH7A1P2	ALDH7A1P2	ENSG00000232292	ENSG00000232292.1	chr2	172893763	172894383	ENST00000456501	HGNC Symbol	processed_pseudogene	ATQL2	ALDH7A1P2
ALDH7A1P3	ALDH7A1P3	ALDH7A1P3	ENSG00000243853	ENSG00000243853.1	chr7	150541754	150542098	ENST00000492517	HGNC Symbol	processed_pseudogene	ATQL3	ALDH7A1P3
ALDH7A1P4	ALDH7A1P4	ALDH7A1P4	ENSG00000234489	ENSG00000234489.1	chr10	62741208	62741385	ENST00000412255	HGNC Symbol	processed_pseudogene	ATQL4	ALDH7A1P4
ALDOAP1	ALDOAP1	ALDOAP1	ENSG00000242849	ENSG00000242849.2	chr3	52193170	52194785	ENST00000491506	HGNC Symbol	processed_pseudogene		ALDOAP1
ALDOAP2	ALDOAP2	ALDOAP2	ENSG00000214297	ENSG00000214297.3	chr10	125666875	125667950	ENST00000398050	HGNC Symbol	processed_pseudogene		ALDOAP2
ALG1L10P	ALG1L10P	ALG1L10P	ENSG00000254016	ENSG00000254016.3	chr12	8227734	8231764	ENST00000437882	HGNC Symbol	transcribed_unprocessed_pseudogene		ALG1L10P
ALG1L11P	ALG1L11P	ALG1L11P	ENSG00000249889	ENSG00000249889.1	chr8	12178697	12182719	ENST00000511660	HGNC Symbol	transcribed_unprocessed_pseudogene		ALG1L11P
ALG1L12P	ALG1L12P	ALG1L12P	ENSG00000250794	ENSG00000250794.2	chr8	12421032	12425000	ENST00000515046	HGNC Symbol	transcribed_unprocessed_pseudogene		ALG1L12P
ALG1L13P	ALG1L13P	ALG1L13P	ENSG00000253981	ENSG00000253981.8	chr8	8238174	8241411	ENST00000519320	HGNC Symbol	transcribed_unprocessed_pseudogene		ALG1L13P
ALG1L14P	ALG1L14P	ALG1L14P	ENSG00000250268	ENSG00000250268.3	chr4	9166297	9170270	ENST00000514230	HGNC Symbol	unprocessed_pseudogene		ALG1L14P
ALG1L15P	ALG1L15P	ALG1L15P	ENSG00000242017	ENSG00000242017.1	chr3	156044155	156044948	ENST00000482834	HGNC Symbol	processed_pseudogene		ALG1L15P
ALG1L1P	ALG1L1P	ALG1L1P	ENSG00000189366	ENSG00000189366.13	chr3	125929272	125990537	ENST00000611639	HGNC Symbol	transcribed_unprocessed_pseudogene	ALG1L	ALG1L1P
ALG1L3P	ALG1L3P	ALG1L3P	ENSG00000251087	ENSG00000251087.3	chr4	9703754	9710812	ENST00000503331	HGNC Symbol	transcribed_unprocessed_pseudogene		ALG1L3P
ALG1L5P	ALG1L5P	ALG1L5P	ENSG00000226943	ENSG00000226943.3	chr7	6923804	6930835	ENST00000482043	HGNC Symbol	transcribed_unprocessed_pseudogene		ALG1L5P
ALG1L6P	ALG1L6P	ALG1L6P	ENSG00000238278	ENSG00000238278.3	chr3	75415070	75422143	ENST00000515248	HGNC Symbol	transcribed_unprocessed_pseudogene		ALG1L6P
ALG1L7P	ALG1L7P	ALG1L7P	ENSG00000251271	ENSG00000251271.3	chr4	3935447	3942519	ENST00000502317	HGNC Symbol	transcribed_unprocessed_pseudogene		ALG1L7P
ALG1L8P	ALG1L8P	ALG1L8P	ENSG00000227620	ENSG00000227620.4	chr11	67785273	67792335	ENST00000533887	HGNC Symbol	transcribed_unprocessed_pseudogene		ALG1L8P
ALG1L9P	ALG1L9P	ALG1L9P	ENSG00000254978	ENSG00000254978.2	chr11	71800541	71804640	ENST00000532875	HGNC Symbol	transcribed_unprocessed_pseudogene		ALG1L9P
ALG3P1	ALG3P1	ALG3P1	ENSG00000251568	ENSG00000251568.1	chr5	5375723	5376836	ENST00000508806	HGNC Symbol	processed_pseudogene		ALG3P1
ALMS1P1	ALMS1P1	ALMS1P1	ENSG00000163016	ENSG00000163016.11	chr2	73671030	73685085	ENST00000428767	HGNC Symbol	transcribed_unprocessed_pseudogene	ALMS1L	ALMS1P1
ALOX12P1	ALOX12P1	ALOX12P1	ENSG00000264958	ENSG00000264958.2	chr17	30529688	30542416	ENST00000579299	HGNC Symbol	unprocessed_pseudogene	ALOX12P	ALOX12P1
ALOX12P2	ALOX12P2	ALOX12P2	ENSG00000262943	ENSG00000262943.10	chr17	6893782	6900032	ENST00000570921	HGNC Symbol	transcribed_unprocessed_pseudogene		ALOX12P2
ALOX15P1	ALOX15P1	ALOX15P1	ENSG00000274114	ENSG00000274114.3	chr17	6657214	6661413	ENST00000621574	HGNC Symbol	transcribed_unprocessed_pseudogene	ALOX15P	ALOX15P1
ALOX15P2	ALOX15P2	ALOX15P2	ENSG00000188101	ENSG00000188101.5	chr9	92913156	92921560	ENST00000340858	HGNC Symbol	unprocessed_pseudogene		ALOX15P2
ALOXE3P1	ALOXE3P1	ALOXE3P1	ENSG00000275011	ENSG00000275011.1	chr17	8063936	8072533	ENST00000611383	HGNC Symbol	unprocessed_pseudogene		ALOXE3P1
AMD1P1	AMD1P1	AMD1P1	ENSG00000228339	ENSG00000228339.1	chr10	20350049	20351100	ENST00000457220	HGNC Symbol	processed_pseudogene		AMD1P1
AMD1P2	ENSG00000237801	AMD1P2	ENSG00000237801	ENSG00000237801.6	chrX	155828585	155829576	ENST00000412936	HGNC Symbol	processed_pseudogene	AMD	AMD1P2
AMD1P2	ENSG00000292364	AMD1P2	ENSG00000292364	ENSG00000292364.1	chrY	57015105	57016096	ENST00000711258	HGNC Symbol	processed_pseudogene	AMD	AMD1P2
AMD1P3	AMD1P3	AMD1P3	ENSG00000249286	ENSG00000249286.1	chr5	43586918	43588223	ENST00000508874	HGNC Symbol	processed_pseudogene		AMD1P3
AMD1P4	AMD1P4	AMD1P4	ENSG00000215124	ENSG00000215124.2	chr6	11861626	11862970	ENST00000299540	HGNC Symbol	transcribed_processed_pseudogene		AMD1P4
AMMECR1LP1	AMMECR1LP1	AMMECR1LP1	ENSG00000233273	ENSG00000233273.1	chr13	96573659	96574499	ENST00000415152	HGNC Symbol	processed_pseudogene		AMMECR1LP1
AMYP1	AMYP1	AMYP1	ENSG00000227408	ENSG00000227408.1	chr1	103713723	103719871	ENST00000440059	HGNC Symbol	unprocessed_pseudogene	AMY2P	AMYP1
AMZ2P1	AMZ2P1	AMZ2P1	ENSG00000214174	ENSG00000214174.11	chr17	64968222	64973517	ENST00000565833	HGNC Symbol	transcribed_unprocessed_pseudogene	FLJ32065	AMZ2P1
AMZ2P2	AMZ2P2	AMZ2P2	ENSG00000219249	ENSG00000219249.2	chr6	158725747	158726803	ENST00000406819	HGNC Symbol	processed_pseudogene		AMZ2P2
AMZ2P3	AMZ2P3	AMZ2P3	ENSG00000233807	ENSG00000233807.1	chrX	27218131	27218678	ENST00000452559	HGNC Symbol	processed_pseudogene		AMZ2P3
ANAPC10P1	ANAPC10P1	ANAPC10P1	ENSG00000213735	ENSG00000213735.2	chr1	52253621	52254176	ENST00000395991	HGNC Symbol	processed_pseudogene	ANAPC10P	ANAPC10P1
ANAPC13P1	ANAPC13P1	ANAPC13P1	ENSG00000271298	ENSG00000271298.1	chr20	11838355	11838574	ENST00000605565	HGNC Symbol	processed_pseudogene		ANAPC13P1
ANAPC15P1	ANAPC15P1	ANAPC15P1	ENSG00000231619	ENSG00000231619.1	chrX	8856665	8857059	ENST00000422795	HGNC Symbol	processed_pseudogene		ANAPC15P1
ANAPC15P2	ANAPC15P2	ANAPC15P2	ENSG00000232601	ENSG00000232601.1	chr3	174302944	174303287	ENST00000411665	HGNC Symbol	processed_pseudogene		ANAPC15P2
ANAPC1P1	ANAPC1P1	ANAPC1P1	ENSG00000233673	ENSG00000233673.8	chr2	86871301	86912978	ENST00000426186	HGNC Symbol	transcribed_unprocessed_pseudogene		ANAPC1P1
ANAPC1P2	ANAPC1P2	ANAPC1P2	ENSG00000231259	ENSG00000231259.5	chr2	87031815	87052992	ENST00000452554	HGNC Symbol	transcribed_unprocessed_pseudogene		ANAPC1P2
ANAPC1P3	ANAPC1P3	ANAPC1P3	ENSG00000230395	ENSG00000230395.1	chr2	87118534	87120980	ENST00000426110	HGNC Symbol	unprocessed_pseudogene		ANAPC1P3
ANAPC1P4	ANAPC1P4	ANAPC1P4	ENSG00000234231	ENSG00000234231.4	chr2	87700984	87738105	ENST00000427434	HGNC Symbol	transcribed_unprocessed_pseudogene		ANAPC1P4
ANAPC1P5	ANAPC1P5	ANAPC1P5	ENSG00000275597	ENSG00000275597.1	chr2	87980714	87992858	ENST00000617314	HGNC Symbol	unprocessed_pseudogene		ANAPC1P5
ANAPC1P6	ANAPC1P6	ANAPC1P6	ENSG00000235486	ENSG00000235486.1	chr2	106369724	106378247	ENST00000447760	HGNC Symbol	transcribed_unprocessed_pseudogene		ANAPC1P6
ANKRD11P1	ANKRD11P1	ANKRD11P1	ENSG00000234429	ENSG00000234429.1	chr2	81194337	81201184	ENST00000378334	HGNC Symbol	processed_pseudogene		ANKRD11P1
ANKRD11P2	ANKRD11P2	ANKRD11P2	ENSG00000231686	ENSG00000231686.1	chrX	146619597	146620584	ENST00000445173	HGNC Symbol	processed_pseudogene		ANKRD11P2
ANKRD18CP	ANKRD18CP	ANKRD18CP	ENSG00000159712	ENSG00000159712.10	chr9	97156570	97221235	ENST00000354752	HGNC Symbol	transcribed_unprocessed_pseudogene		ANKRD18CP
ANKRD18DP	ANKRD18DP	ANKRD18DP	ENSG00000226435	ENSG00000226435.13	chr3	198053522	198080512	ENST00000455355	HGNC Symbol	transcribed_unprocessed_pseudogene		ANKRD18DP
ANKRD18EP	ANKRD18EP	ANKRD18EP	ENSG00000217165	ENSG00000217165.1	chr6	39110321	39112952	ENST00000405487	HGNC Symbol	processed_pseudogene		ANKRD18EP
ANKRD18FP	ANKRD18FP	ANKRD18FP	ENSG00000218577	ENSG00000218577.1	chr6	167607	170631	ENST00000407941	HGNC Symbol	transcribed_unprocessed_pseudogene		ANKRD18FP
ANKRD19P	ANKRD19P	ANKRD19P	ENSG00000187984	ENSG00000187984.14	chr9	92809665	92826578	ENST00000338192	HGNC Symbol	transcribed_unprocessed_pseudogene	ANKRD19	ANKRD19P
ANKRD20A10P	ANKRD20A10P	ANKRD20A10P	ENSG00000226695	ENSG00000226695.1	chr13	24750657	24752171	ENST00000457591	HGNC Symbol	processed_pseudogene	ANKRD20A4P1	ANKRD20A10P
ANKRD20A11P	ANKRD20A11P	ANKRD20A11P	ENSG00000215559	ENSG00000215559.9	chr21	13909574	13979911	ENST00000451663	HGNC Symbol	transcribed_unprocessed_pseudogene	C21ORF81	ANKRD20A11P
ANKRD20A17P	ANKRD20A17P	ANKRD20A17P	ENSG00000251056	ENSG00000251056.1	chr4	49502145	49506022	ENST00000511745	HGNC Symbol	transcribed_unprocessed_pseudogene		ANKRD20A17P
ANKRD20A18P	ANKRD20A18P	ANKRD20A18P	ENSG00000249493	ENSG00000249493.1	chr21	14064325	14069087	ENST00000359341	HGNC Symbol	transcribed_unprocessed_pseudogene	C21ORF126	ANKRD20A18P
ANKRD20A19P	ANKRD20A19P	ANKRD20A19P	ENSG00000196593	ENSG00000196593.10	chr13	23941290	23941740	ENST00000602724	HGNC Symbol	transcribed_unprocessed_pseudogene		ANKRD20A19P
ANKRD20A21P	ANKRD20A21P	ANKRD20A21P	ENSG00000277112	ENSG00000277112.4	chr20	30656033	30723855	ENST00000623715	HGNC Symbol	transcribed_unprocessed_pseudogene		ANKRD20A21P
ANKRD20A2P	ANKRD20A2P	ANKRD20A2P	ENSG00000183148	ENSG00000183148.9	chr9	40223397	40292345	ENST00000697201	HGNC Symbol	transcribed_unprocessed_pseudogene	ANKRD20A2	ANKRD20A2P
ANKRD20A3P	ANKRD20A3P	ANKRD20A3P	ENSG00000276203	ENSG00000276203.7	chr9	66083960	66152966	ENST00000697243	HGNC Symbol	transcribed_unprocessed_pseudogene	ANKRD20A3	ANKRD20A3P
ANKRD20A4P	ANKRD20A4P	ANKRD20A4P	ENSG00000172014	ENSG00000172014.14	chr9	64369675	64438574	ENST00000697282	HGNC Symbol	transcribed_unprocessed_pseudogene	ANKRD20A4	ANKRD20A4P
ANKRD20A5P	ANKRD20A5P	ANKRD20A5P	ENSG00000186481	ENSG00000186481.17	chr18	14179395	14244811	ENST00000431648	HGNC Symbol	transcribed_unprocessed_pseudogene	ANKRD20A5	ANKRD20A5P
ANKRD20A6P	ANKRD20A6P	ANKRD20A6P	ENSG00000274502	ENSG00000274502.1	chrY	11173618	11173821	ENST00000618763	HGNC Symbol	processed_pseudogene		ANKRD20A6P
ANKRD20A7P	ANKRD20A7P	ANKRD20A7P	ENSG00000236816	ENSG00000236816.5	chr9	42852675	42920095	ENST00000402318	HGNC Symbol	transcribed_unprocessed_pseudogene		ANKRD20A7P
ANKRD20A8P	ANKRD20A8P	ANKRD20A8P	ENSG00000229089	ENSG00000229089.9	chr2	94791103	94857282	ENST00000432432	HGNC Symbol	transcribed_unprocessed_pseudogene	ANKRD20B	ANKRD20A8P
ANKRD20A9P	ANKRD20A9P	ANKRD20A9P	ENSG00000206192	ENSG00000206192.7	chr13	18816718	18871967	ENST00000457997	HGNC Symbol	transcribed_unprocessed_pseudogene		ANKRD20A9P
ANKRD26P1	ANKRD26P1	ANKRD26P1	ENSG00000261239	ENSG00000261239.7	chr16	46518305	46568915	ENST00000569528	HGNC Symbol	transcribed_unprocessed_pseudogene	FLJ43980	ANKRD26P1
ANKRD26P2	ANKRD26P2	ANKRD26P2	ENSG00000235550	ENSG00000235550.1	chr13	38922727	38936199	ENST00000445530	HGNC Symbol	unprocessed_pseudogene		ANKRD26P2
ANKRD26P3	ANKRD26P3	ANKRD26P3	ENSG00000237636	ENSG00000237636.4	chr13	19284985	19344825	ENST00000454044	HGNC Symbol	transcribed_unprocessed_pseudogene	LINC00414	ANKRD26P3
ANKRD26P4	ANKRD26P4	ANKRD26P4	ENSG00000229427	ENSG00000229427.1	chr13	31311289	31312921	ENST00000455755	HGNC Symbol	processed_pseudogene		ANKRD26P4
ANKRD30BP1	ANKRD30BP1	ANKRD30BP1	ENSG00000175302	ENSG00000175302.5	chr21	13384249	13427773	ENST00000451052	HGNC Symbol	unprocessed_pseudogene	ANKRD30BP	ANKRD30BP1
ANKRD30BP2	ANKRD30BP2	ANKRD30BP2	ENSG00000224309	ENSG00000224309.8	chr21	13038208	13067033	ENST00000435744	HGNC Symbol	transcribed_unprocessed_pseudogene	C21ORF99	ANKRD30BP2
ANKRD30BP3	ANKRD30BP3	ANKRD30BP3	ENSG00000230501	ENSG00000230501.1	chr10	45156775	45176925	ENST00000444850	HGNC Symbol	transcribed_unprocessed_pseudogene		ANKRD30BP3
ANKRD33BP1	ANKRD33BP1	ANKRD33BP1	ENSG00000229689	ENSG00000229689.5	chr2	95525345	95527220	ENST00000393279	HGNC Symbol	transcribed_unprocessed_pseudogene		ANKRD33BP1
ANKRD33BP10	ANKRD33BP10	ANKRD33BP10	ENSG00000254916	ENSG00000254916.1	chr11	90051837	90053736	ENST00000530158	HGNC Symbol	unprocessed_pseudogene		ANKRD33BP10
ANKRD33BP2	ANKRD33BP2	ANKRD33BP2	ENSG00000254728	ENSG00000254728.1	chr11	48881723	48902181	ENST00000530465	HGNC Symbol	unprocessed_pseudogene		ANKRD33BP2
ANKRD33BP3	ANKRD33BP3	ANKRD33BP3	ENSG00000288434	ENSG00000288434.1	chr11	49048271	49050159	ENST00000673428	HGNC Symbol	processed_pseudogene		ANKRD33BP3
ANKRD33BP5	ANKRD33BP5	ANKRD33BP5	ENSG00000255111	ENSG00000255111.1	chr11	49892262	49893777	ENST00000525742	HGNC Symbol	processed_pseudogene		ANKRD33BP5
ANKRD33BP6	ANKRD33BP6	ANKRD33BP6	ENSG00000254547	ENSG00000254547.1	chr11	55867569	55874537	ENST00000533973	HGNC Symbol	unprocessed_pseudogene		ANKRD33BP6
