"","external_gene_name","ensembl_gene_id","ensembl_gene_id_version","chromosome_name","start_position","end_position"
"493","KIR3DL3","ENSG00000277028","ENSG00000277028.1","19",54724486,54736500
"494","U6","ENSG00000278140","ENSG00000278140.1","19",54868982,54869088
"495","LSM14A","ENSG00000262860","ENSG00000262860.5","19",34172447,34229322
"497","GOLGA6L10","ENSG00000274166","ENSG00000274166.2","15",82418974,82428498
"503","ZNF965P","ENSG00000282352","ENSG00000282352.1","13",18734080,18734896
"504","DLG5-AS1","ENSG00000282770","ENSG00000282770.1","10",77927372,77929824
"505","GXYLT1P1","ENSG00000282037","ENSG00000282037.1","13",18724415,18724904
"507","CYP4F34P","ENSG00000282782","ENSG00000282782.1","13",18741730,18742718
"508","CNN2P12","ENSG00000282611","ENSG00000282611.1","13",18726706,18727414
"510","KIR2DS4","ENSG00000275353","ENSG00000275353.1","19",54832684,54848599
"511","RN7SL284P","ENSG00000276516","ENSG00000276516.1","10",77912271,77912545
"512","RNU6-1266P","ENSG00000276274","ENSG00000276274.1","10",77776951,77777055
"513","KIR3DL2","ENSG00000276357","ENSG00000276357.4","19",54850475,54867233
"514","SNX18P26","ENSG00000282677","ENSG00000282677.1","13",18807279,18808018
"515","DSEL-AS1","ENSG00000282112","ENSG00000282112.1","18",67585995,67586198
"516","LINC00328-2P","ENSG00000282536","ENSG00000282536.1","13",18809830,18810048
"517","ANKRD20A9P","ENSG00000282715","ENSG00000282715.1","13",18816718,18880683
"518","DSEL","ENSG00000262102","ENSG00000262102.1","18",67576031,67586429
"519","RNU6-55P","ENSG00000278853","ENSG00000278853.1","13",18869185,18869291
"520","DNM1P38","ENSG00000282596","ENSG00000282596.1","15",82610742,82613228
"521","U6","ENSG00000252379","ENSG00000252379.2","13",18885950,18886053
"522","NCR1","ENSG00000277442","ENSG00000277442.4","19",54906159,54910074
"527","FLJ13224","ENSG00000282176","ENSG00000282176.1","12",31326589,31328102
"528","KIR3DL2","ENSG00000278809","ENSG00000278809.4","19",54850485,54867216
"529","CPEB1","ENSG00000277445","ENSG00000277445.4","15",82622289,82720771
"530","KIR2DL1","ENSG00000278495","ENSG00000278495.4","19",54769810,54784323
"531","CRIM1","ENSG00000277354","ENSG00000277354.1","2",36361959,36362656
"533","U6","ENSG00000273752","ENSG00000273752.1","19",54855316,54855422
"534","RPL21P36","ENSG00000278476","ENSG00000278476.1","2",36299388,36299830
"535","CRIM1-DT","ENSG00000279215","ENSG00000279215.1","2",36360778,36361147
"537","SPATC1L","ENSG00000274679","ENSG00000274679.4","21",46161526,46186787
"540","DLGAP2-AS1","ENSG00000282001","ENSG00000282001.1","8",1551825,1552054
"541","DLGAP2","ENSG00000282152","ENSG00000282152.1","8",1487682,1552210
"542","SLC45A2","ENSG00000281919","ENSG00000281919.2","5",33946602,33956490
"545","ELMO2P1","ENSG00000280500","ENSG00000280500.1","15",23086215,23124800
"546","KIR2DL5B","ENSG00000275436","ENSG00000275436.5","19",54771163,54780643
"547","GOLGA8DP","ENSG00000278070","ENSG00000278070.2","15",23160896,23171217
"548","RXFP3","ENSG00000277069","ENSG00000277069.2","5",33938372,33940223
"549","U6","ENSG00000277567","ENSG00000277567.1","19",54868910,54869016
"550","ADAMTS12","ENSG00000281690","ENSG00000281690.2","5",33842143,33894178
"552","U6","ENSG00000277091","ENSG00000277091.1","5",33890040,33890146
"553","KIR3DL3","ENSG00000274639","ENSG00000274639.1","19",54724479,54736534
"554","KIR3DL1","ENSG00000274920","ENSG00000274920.5","19",54860886,54875194
"556","GNG5P1","ENSG00000280557","ENSG00000280557.1","6",166240290,166240493
"558","KIR2DL1","ENSG00000276625","ENSG00000276625.4","19",54769794,54784109
"562","CYFIP1","ENSG00000280618","ENSG00000280618.2","15",22903706,22981018
"564","APOBEC3B-AS1","ENSG00000262679","ENSG00000262679.1","22",38961611,38968270
"566","APOBEC3A","ENSG00000262156","ENSG00000262156.4","22",38952742,38962839
"568","KIR2DP1","ENSG00000277375","ENSG00000277375.1","19",54754958,54767824
"570","KIR2DL4","ENSG00000275317","ENSG00000275317.4","19",54803627,54814543
"571","SEPTIN9-DT","ENSG00000282649","ENSG00000282649.1","17",77269359,77293519
"572","AP2A2","ENSG00000280759","ENSG00000280759.2","11",940735,1012239
"574","PTCHD3","ENSG00000276595","ENSG00000276595.4","10",27445487,27461668
"575","ABCB10P1","ENSG00000281173","ENSG00000281173.1","15",23184646,23186826
"576","SEPTIN9","ENSG00000282302","ENSG00000282302.4","17",77292191,77306525
"577","GOLGA8DP","ENSG00000278508","ENSG00000278508.3","15",23162205,23173124
"581","FRG1-DT","ENSG00000280716","ENSG00000280716.1","4",189780336,189899116
"584","LINC01596","ENSG00000281830","ENSG00000281830.1","4",189884988,189888341
"586","RNU1-51P","ENSG00000276052","ENSG00000276052.1","4",189709539,189709714
"587","KIR3DP1","ENSG00000275887","ENSG00000275887.4","19",54771283,54784696
"591","GOLGA6L22","ENSG00000274404","ENSG00000274404.3","15",22461390,22471066
"593","ODAD2P1","ENSG00000276777","ENSG00000276777.1","10",27288669,27288857
"594","KRTAP5-2","ENSG00000278489","ENSG00000278489.2","11",1602887,1604004
"596","FAM210CP","ENSG00000273681","ENSG00000273681.1","10",27397017,27397590
"597","KIR2DS4","ENSG00000276154","ENSG00000276154.1","19",54832687,54848602
"598","TRIAP1P1","ENSG00000278364","ENSG00000278364.1","10",27425438,27425662
"599","LINC02708","ENSG00000281240","ENSG00000281240.1","11",1694007,1694766
"600","KIR2DL2","ENSG00000275546","ENSG00000275546.5","19",54754663,54769262
"601","U6","ENSG00000273501","ENSG00000273501.1","10",27382801,27382907
"602","CNTNAP2","ENSG00000278728","ENSG00000278728.2","7",148217288,148419466
"603","FAM99B","ENSG00000281783","ENSG00000281783.1","11",1688979,1691339
"604","U6","ENSG00000278036","ENSG00000278036.1","10",27315120,27315226
"605","FAM99A","ENSG00000281733","ENSG00000281733.1","11",1671307,1673566
"607","KRTAP5-3","ENSG00000275920","ENSG00000275920.1","11",1613275,1614173
"608","KRTAP5-4","ENSG00000277068","ENSG00000277068.2","11",1626668,1627848
"609","KRTAP5-1","ENSG00000278210","ENSG00000278210.1","11",1590052,1590993
"610","KIR3DL1","ENSG00000278856","ENSG00000278856.5","19",54816482,54830789
"613","GOLGA8EP","ENSG00000278429","ENSG00000278429.3","15",22429756,22440620
"614","KRTAP5-5","ENSG00000277291","ENSG00000277291.2","11",1635485,1636417
"616","KRTAP5-AS1","ENSG00000281801","ENSG00000281801.1","11",1577063,1604894
"617","TUBGCP5","ENSG00000280807","ENSG00000280807.2","15",23036897,23039673
"618","U6","ENSG00000275671","ENSG00000275671.1","19",54868948,54869054
"619","DUSP8","ENSG00000273793","ENSG00000273793.3","11",1559754,1577630
"620","ABCB11","ENSG00000276582","ENSG00000276582.1","2",168939927,168953422
"622","SKA1","ENSG00000262634","ENSG00000262634.5","18",50374995,50394173
"623","GOLGA6L1","ENSG00000278247","ENSG00000278247.2","15",23133045,23141599
"626","G6PC2","ENSG00000278373","ENSG00000278373.4","2",168918229,168926984
"627","HERC2P2","ENSG00000280787","ENSG00000280787.2","15",22497423,22593430
"629","LRRC56","ENSG00000273831","ENSG00000273831.2","11",537527,554915
"630","DHX36","ENSG00000281763","ENSG00000281763.2","3",154275723,154284039
"632","SUDS3P1","ENSG00000274681","ENSG00000274681.2","5",177974393,177975358
"633","PROP1","ENSG00000280635","ENSG00000280635.1","5",177996182,177996994
"635","SMN2","ENSG00000273772","ENSG00000273772.4","5",70070287,70099184
"637","U3","ENSG00000277205","ENSG00000277205.1","7",148386174,148386384
"638","Metazoa_SRP","ENSG00000274906","ENSG00000274906.1","7",148436777,148437045
"639","LINC02549","ENSG00000280737","ENSG00000280737.1","6",68266500,68342717
"640","SLC25A51P1","ENSG00000281567","ENSG00000281567.1","6",65788417,65789287
"641","ADH5P4","ENSG00000277364","ENSG00000277364.2","6",65836930,65838039
"643","ELMO2P1","ENSG00000281725","ENSG00000281725.1","15",23087871,23126101
"644","HERC2P7","ENSG00000281828","ENSG00000281828.1","15",22482318,22486719
"646","SPATA31E3P","ENSG00000281846","ENSG00000281846.1","15",22403919,22409655
"649","GOLGA8IP","ENSG00000281356","ENSG00000281356.2","15",22610118,22620428
"650","KIR2DS4","ENSG00000276209","ENSG00000276209.4","19",54819179,54834168
"653","LILRP2","ENSG00000278288","ENSG00000278288.4","19",54707923,54713345
"654","SPC25","ENSG00000277909","ENSG00000277909.4","2",168834132,168930360
"655","Metazoa_SRP","ENSG00000277046","ENSG00000277046.1","15",23170674,23170963
"656","METRNL","ENSG00000275031","ENSG00000275031.2","17",83077507,83097050
"658","KIR3DL2","ENSG00000278656","ENSG00000278656.4","19",54836668,54853397
"659","MAPK4","ENSG00000282110","ENSG00000282110.1","18",50567310,50567991
"660","GOLGA6L1","ENSG00000275009","ENSG00000275009.2","15",23131736,23140290
"662","Metazoa_SRP","ENSG00000276062","ENSG00000276062.1","15",22611719,22611955
"665","Metazoa_SRP","ENSG00000276377","ENSG00000276377.1","15",22431917,22432206
"666","RNA5SP458","ENSG00000262132","ENSG00000262132.1","18",50319002,50319120
"667","ARHGEF26","ENSG00000277101","ENSG00000277101.4","3",154121003,154261004
"668","PHRF1","ENSG00000274780","ENSG00000274780.2","11",576501,612474
"669","MUC6","ENSG00000277518","ENSG00000277518.3","11",1012821,1043528
"670","ABCB10P1","ENSG00000280461","ENSG00000280461.1","15",23183337,23185517
"674","TUBGCP5","ENSG00000276856","ENSG00000276856.3","15",22983146,23039654
"675","TBCD","ENSG00000278759","ENSG00000278759.2","17",82923652,82946138
"676","RPS6P22","ENSG00000262159","ENSG00000262159.1","12",59027218,59027943
"677","NOSTRIN","ENSG00000275326","ENSG00000275326.4","2",168831472,168865516
"680","RPL4P5","ENSG00000263127","ENSG00000263127.1","9",7491857,7493132
"682","RNU6-1025P","ENSG00000274980","ENSG00000274980.1","11",948421,948524
"683","KIR2DS3","ENSG00000277657","ENSG00000277657.1","19",54782575,54796808
"684","ARHGEF26-AS1","ENSG00000281157","ENSG00000281157.2","3",154119686,154121332
"685","MEGF11","ENSG00000277848","ENSG00000277848.4","15",65909030,66265884
"687","CDH12P2","ENSG00000280638","ENSG00000280638.1","5",70005540,70005841
"688","KIR3DL3","ENSG00000275513","ENSG00000275513.1","19",54724485,54736502
"689","PMCHL2","ENSG00000280840","ENSG00000280840.2","5",70701100,70711308
"691","GTF2H2","ENSG00000276910","ENSG00000276910.4","5",70376388,70411404
"692","PAXBP1","ENSG00000263141","ENSG00000263141.5","21",32769814,32771858
"694","LINC01659","ENSG00000280986","ENSG00000280986.1","22",23433564,23435071
"695","U6","ENSG00000278063","ENSG00000278063.1","19",54868122,54868228
"696","ZDHHC8P1","ENSG00000281076","ENSG00000281076.2","22",23390606,23402726
"697","C21orf62","ENSG00000262938","ENSG00000262938.6","21",32793564,32813728
"698","C21orf62-AS1","ENSG00000263140","ENSG00000263140.5","21",32772100,32798969
"699","U6","ENSG00000274771","ENSG00000274771.1","19",54855129,54855235
"700","CES5AP1","ENSG00000280839","ENSG00000280839.2","22",23359603,23387731
"701","KRTAP5-6","ENSG00000277389","ENSG00000277389.1","11",1694414,1694974
"702","SDHAP2","ENSG00000280909","ENSG00000280909.1","3",195658096,195685904
"704","CYP2D8P","ENSG00000273785","ENSG00000273785.2","22",42149871,42155001
"706","KRTAP5-1","ENSG00000280585","ENSG00000280585.1","11",1584352,1585293
"707","KIR2DS2","ENSG00000274438","ENSG00000274438.1","19",54738507,54752802
"710","KIR2DS4","ENSG00000276254","ENSG00000276254.1","19",54877174,54891588
"711","FAM230I","ENSG00000274657","ENSG00000274657.2","22",23462086,23486981
"712","CYP2D7","ENSG00000278088","ENSG00000278088.4","22",42140208,42144572
"713","KRTAP5-4","ENSG00000278620","ENSG00000278620.3","11",1620988,1622346
"714","MUC20-OT1","ENSG00000280993","ENSG00000280993.2","3",195658062,195776180
"715","LINC02557","ENSG00000281077","ENSG00000281077.1","22",23536736,23537844
"716","KRTAP5-5","ENSG00000278302","ENSG00000278302.2","11",1629984,1630868
"717","FAM99A","ENSG00000281261","ENSG00000281261.1","11",1663142,1665432
"718","LINC02708","ENSG00000281633","ENSG00000281633.1","11",1685548,1686307
"719","GOLGA8F","ENSG00000276896","ENSG00000276896.4","15",28378587,28391990
"720","KRTAP5-AS1","ENSG00000281176","ENSG00000281176.1","11",1571353,1599200
"721","MUC20-OT1","ENSG00000281603","ENSG00000281603.2","3",195658062,195776742
"722","B3GNTL1","ENSG00000277033","ENSG00000277033.2","17",82942371,83050530
"724","DUSP8","ENSG00000278165","ENSG00000278165.3","11",1554044,1571920
"725","DIS3L-AS1","ENSG00000277844","ENSG00000277844.1","15",66290635,66291180
"727","FAM99B","ENSG00000281829","ENSG00000281829.1","11",1680530,1682598
"728","IFITM10","ENSG00000281618","ENSG00000281618.1","11",1729629,1732648
"729","MUC20-OT1","ENSG00000281915","ENSG00000281915.2","3",195658062,195738903
"730","KRTAP5-3","ENSG00000281191","ENSG00000281191.2","11",1607591,1608489
"731","KRTAP5-2","ENSG00000281533","ENSG00000281533.1","11",1597193,1598310
"735","HERC2P11","ENSG00000282090","ENSG00000282090.1","15",28586639,28591020
"740","GOLGA8G","ENSG00000273651","ENSG00000273651.4","15",28531231,28544591
"741","GART","ENSG00000262473","ENSG00000262473.5","21",33508081,33521016
"742","KIR2DL4","ENSG00000275456","ENSG00000275456.1","19",54803616,54814523
"743","DECR2","ENSG00000274296","ENSG00000274296.3","16",401826,412487
"744","RPS5P3","ENSG00000262148","ENSG00000262148.1","21",33491137,33491752
"745","DNAJC28","ENSG00000262911","ENSG00000262911.5","21",33495087,33501278
"746","KIF26B","ENSG00000281216","ENSG00000281216.1","1",245353678,245713153
"747","KIR2DS1","ENSG00000275306","ENSG00000275306.1","19",54905771,54920219
"748","IFNGR2","ENSG00000262795","ENSG00000262795.5","21",33410836,33488905
"749","KIR3DL2","ENSG00000278403","ENSG00000278403.4","19",54922093,54938887
"750","OLA1P1","ENSG00000278846","ENSG00000278846.2","22",42107765,42108953
"754","NDUFA6","ENSG00000277365","ENSG00000277365.3","22",42085525,42090955
"755","SNTB2","ENSG00000260873","ENSG00000260873.6","16",69187122,69187739
"756","LMNTD2","ENSG00000275873","ENSG00000275873.2","11",554854,560793
"757","UTP4","ENSG00000262788","ENSG00000262788.3","16",69142116,69169025
"758","U6","ENSG00000278411","ENSG00000278411.1","19",54868957,54869063
"759","SMDT1","ENSG00000274112","ENSG00000274112.2","22",42079691,42084284
"761","CYP2D6","ENSG00000275211","ENSG00000275211.4","22",42126495,42130902
"762","Metazoa_SRP","ENSG00000274040","ENSG00000274040.1","15",23169365,23169654
"764","NKD2","ENSG00000276920","ENSG00000276920.4","5",1008829,1038943
"768","MUC4","ENSG00000273822","ENSG00000273822.5","3",195744429,195789161
"770","MIR210HG","ENSG00000282810","ENSG00000282810.1","11",565674,568471
"771","ABCB10P4","ENSG00000274192","ENSG00000274192.1","15",28518244,28520426
"774","CSPG4P10","ENSG00000282457","ENSG00000282457.1","15",82538538,82556321
"777","RAB11FIP3","ENSG00000275338","ENSG00000275338.4","16",425619,526533
"778","TMEM50B","ENSG00000263160","ENSG00000263160.6","21",33432485,33489568
"782","RNH1","ENSG00000276230","ENSG00000276230.4","11",494512,507300
"785","GOLGA6L9","ENSG00000274320","ENSG00000274320.2","15",82509086,82518216
"786","HERC2","ENSG00000277278","ENSG00000277278.4","15",28320122,28322152
"787","KIR2DS2","ENSG00000275737","ENSG00000275737.1","19",54738502,54752797
"790","Metazoa_SRP","ENSG00000276767","ENSG00000276767.1","15",28535771,28536060
"792","KIR2DL5B","ENSG00000278481","ENSG00000278481.1","19",54771247,54780763
"793","Metazoa_SRP","ENSG00000274122","ENSG00000274122.1","15",28387160,28387417
"794","TNFRSF14","ENSG00000273936","ENSG00000273936.4","1",2555639,2565622
"795","KIR2DS3","ENSG00000277163","ENSG00000277163.1","19",54782627,54797062
"798","GOLGA6L17P","ENSG00000282209","ENSG00000282209.1","15",82598917,82605538
"799","SDHAP2","ENSG00000280521","ENSG00000280521.1","3",195658096,195685904
"800","SLC12A7","ENSG00000276482","ENSG00000276482.3","5",1050378,1111210
"801","KIR2DL4","ENSG00000277540","ENSG00000277540.4","19",54837484,54858960
"802","Y_RNA","ENSG00000262354","ENSG00000262354.1","16",69191115,69191215
"803","U6","ENSG00000262579","ENSG00000262579.1","16",69175662,69175768
"804","MUC20","ENSG00000277753","ENSG00000277753.3","3",195719644,195739354
"806","OR2AS2P","ENSG00000280815","ENSG00000280815.1","1",248500752,248501072
"807","OR2T6","ENSG00000278659","ENSG00000278659.1","1",248387949,248388875
"808","OR2T2","ENSG00000275754","ENSG00000275754.2","1",248455242,248456216
"810","GOLGA2P10","ENSG00000282183","ENSG00000282183.1","15",82552056,82593266
"811","OR2T4","ENSG00000275617","ENSG00000275617.1","1",248361581,248362627
"812","OR2T7","ENSG00000281489","ENSG00000281489.1","1",248443651,248444577
"813","NDUFA6","ENSG00000272765","ENSG00000272765.2","22",42085525,42090955
"814","OR2T1","ENSG00000273508","ENSG00000273508.1","1",248408227,248409336
"815","OR2T3","ENSG00000277113","ENSG00000277113.2","1",248475795,248476751
"817","MUC4","ENSG00000273984","ENSG00000273984.4","3",195745705,195790439
"819","OR2T5","ENSG00000275102","ENSG00000275102.2","1",248491033,248491980
"821","TCF20","ENSG00000262024","ENSG00000262024.6","22",42147859,42203293
"823","MUC4","ENSG00000278303","ENSG00000278303.4","3",195744993,195789727
"825","SERF1B","ENSG00000277429","ENSG00000277429.4","5",70045915,70063796
"826","LINC00235","ENSG00000282485","ENSG00000282485.1","16",528677,530929
"828","CAPN15","ENSG00000282214","ENSG00000282214.1","16",531239,531551
"829","MUC20-OT1","ENSG00000281794","ENSG00000281794.2","3",195658062,195739964
"830","Y_RNA","ENSG00000274018","ENSG00000274018.1","16",439297,439397
"831","GOLGA6L10","ENSG00000274042","ENSG00000274042.2","15",82342783,82349497
"833","TCF20","ENSG00000276461","ENSG00000276461.4","22",42160013,42215442
"834","SMDT1","ENSG00000272901","ENSG00000272901.5","22",42079691,42124100
"835","UBE2Q2P6","ENSG00000276228","ENSG00000276228.2","15",82524734,82533748
"838","ADAMTS7P1","ENSG00000281976","ENSG00000281976.1","15",82298559,82334628
"839","NDUFA6-DT","ENSG00000273616","ENSG00000273616.4","22",42090956,42125351
"841","KIR3DP1","ENSG00000275593","ENSG00000275593.4","19",54786351,54798281
"843","OLA1P1","ENSG00000272813","ENSG00000272813.1","22",42107765,42108953
"844","KIR2DS4","ENSG00000274957","ENSG00000274957.1","19",54832707,54848622
"845","NDUFA6-DT","ENSG00000280811","ENSG00000280811.2","22",42090933,42137053
"847","NAIP","ENSG00000276068","ENSG00000276068.4","5",70312214,70368830
"848","KIR2DP1","ENSG00000278614","ENSG00000278614.1","19",54755019,54767464
"849","CYP2D7","ENSG00000263181","ENSG00000263181.6","22",42128051,42132425
"850","KIR2DL4","ENSG00000278430","ENSG00000278430.4","19",54803354,54814544
"851","UBE2Q2P2","ENSG00000282084","ENSG00000282084.1","15",82434179,82499143
"853","KIR3DS1","ENSG00000275037","ENSG00000275037.5","19",54860882,54875495
"854","CYP2D8P","ENSG00000262055","ENSG00000262055.1","22",42137734,42142850
"855","DRD4","ENSG00000276825","ENSG00000276825.2","11",637525,640936
"856","DEAF1","ENSG00000282712","ENSG00000282712.1","11",646472,677067
